time,user_name,user_color,message
25486,pelaajatcom,#FF69B4,"pelSeppa pelSeppa pelSeppa pelSeppa pelSeppa pelSeppa pelSeppa pelSeppa pelSeppa pelSeppa pelSeppa pelSeppa pelSeppa pelSeppa pelSeppa pelSeppa pelSeppa pelSeppa pelSeppa pelSeppa pelSeppa pelSeppa pelSeppa pelSeppa pelSeppa pelSeppa pelSeppa pelSeppa pelSeppa"
25489,baronvonkaya,#FF4500,"mä oon mikeis"
25489,sonnipitkanen,,"DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance"
25490,astraex_,#8400FF,"widetime WideRaveTime widetime WideRaveTime widetime WideRaveTime widetime WideRaveTime widetime WideRaveTime"
25492,jomenaa,#1E90FF,"Joo meen keittää kahvia TPFufun"
25497,autumnnight4,#2E8B57,"NotLikeThis"
25505,janiloxz,#1E90FF,"aleksiSpin aleksiSpin aleksiSpin aleksiSpin aleksiSpin aleksiSpin"
25505,sonnipitkanen,,"pelSeppo pelSeppa pelSeppa pelSeppa"
25508,suomiporkkana,,"Mitäs mitäs täällä tapahtuu?"
25509,sonnipitkanen,,"MITÄ ILOA"
25515,sonnipitkanen,,"KU MÄ OON MIKIS"
25515,vi1q_thugger,#FF69B4,"pelHurri pelSmart pelThink pelD pelT pelKek2 pelZonnic pelL pelLada pelG pelW"
25522,espanzo,,"täähä on iha bängeri"
25524,sonnipitkanen,,"NI KAIKKI BAUMSSSAAAAAAAAA"
25527,samithedriveby,#1E90FF,"JoeL_ JoeL_ JoeL_ JoeL_"
25531,sonnipitkanen,,"DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance DinoDance"
25534,mrzennn7,,"Skandaali bänger"
25535,c00na,,"!jimi"
25535,nightbot,#7C7CE1,"pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi pelJimi"
25538,tattiperkele,,"Miks muusikit ei toimi yt:een puolella? Kysyn vaa ku ei jaksa hotellin telkkariin lataill twitchii"
25541,traxleri,,"Joel"
25545,mukava__valkku,#0000FF,"karri baunssaa"
25545,baronvonkaya,#FF4500,"pelPannu_TK pelPannu_TK pelPannu_TK"
25549,tubezii,#FF0000,"AlienDance AlienDance"
25552,technic_tv,#FF69B4,"SIIIIS täähä on legit vitu bängeri wtfff holy shiet catJAM DinoDance"
25554,dps37,#FF4500,"@tattiperkele copyright kai"
25554,lewkaslah,#DAA520,"Morjesta poppoo! Tiedättekö mitä ronsut käyttävät valuuttana kaupanteossa? Efelantteja ::DD:DDD:DD:DDD: pelSaha pelSaha pelSaha #VichyCoins"
25557,thelepazzz,#00FF7F,"Joel"
25560,blackpenssil,#FF0000,"!saha"
25561,nightbot,#7C7CE1,"#SAHATTAA pelSaha pelSaha pelSaha pelSaha pelSaha pelSaha pelSaha pelSaha pelSaha pelSaha pelSaha pelSaha pelSaha pelSaha pelSaha pelSaha pelSaha pelSaha pelSaha pelSaha pelSaha pelSaha pelSaha pelSaha pelSaha pelSaha pelSaha pelSaha pelSaha pelSaha pelSaha pelSaha pelSaha pelSaha pelSaha pelSaha pelSaha pelSaha pelSaha pelSaha pelSaha pelSaha pelSaha pelSaha pelSaha pelSaha pelSaha pelSaha pelSaha pelSaha pelSaha pelSaha pelSaha pelSaha"
25573,raattani,#B22222,"!vichy"
25573,nightbot,#7C7CE1,"Käyttäjä vichyvirmanen on asetettu jäähylle 43200 sekunnin ajaksi"
25585,tattiperkele,,"@dps37 Aaaaivan"
25585,astraex_,#8400FF,"@tattiperkele tulee copyright strike"
25588,dexen00,#00FF7F,"xff"
25589,nahkakeisari69,,"Onko ismolla hiusraja lähteny jo karkuun :D"
25589,kuparienjoyer,#FF4500,"pelW"
25602,j0n3s,,"@nahkakeisari69 chopper syndrooma iski heti"
25609,astraex_,#8400FF,"muted LOL"
25614,mukava__valkku,#0000FF,"miks rainin kuva glitchaa tuol LUL"
25625,kapteenieu,#FF69B4,"On kyl niin paskaa musaa että cv meni miinukselle"
25627,konomaster,,"!song"
25628,nightbot,#7C7CE1,"Nyt soi: Mehän vaan tanssittiin - Tuure Boelius"
25638,technic_tv,#FF69B4,"JA KAIKKI BAUNSAA LEGIT BRO DinoDance DinoDance DinoDance DinoDance TriHard"
25662,jessez_90,,"Spiritil 40%  tero, vaikee nähdä et tää enää kääntyis"
25692,astraex_,#8400FF,"se on kyl bängeri"
25694,denatollon,,"Itelläki oli Räjähdysvaara :D"
25695,captbablobronzebeard,#FF69B4,"ootteko kuunnelleet pikku g:n tänä vuonna julkaistun singlen?"
25709,temuli699,,"Ei mitään utilityy teroilla silti toimi noin hyvin"
25713,espanzo,,"Aluepartio tunes"
25719,keronen2,,"6-7"
25720,jokkesyrja,#0000FF,"SIX SEVEEEEEEEEEEN"
25723,temuli699,,"Siel olis pitäny rotee vähän aikasemmin"
25731,dainthesecond,#1E90FF,"67 LOL 67 LOL 67 LOL 67 LOL 67 LOL 67 LOL 67 LOL 67 LOL 67 LOL 67 LOL 67 LOL 67 LOL 67 LOL 67 LOL 67 LOL 67 LOL 67 LOL 67 LOL"
25742,jokkesyrja,#0000FF,"Sixxxseveeeeennnnn"
25745,jomenaa,#1E90FF,"@DainTheSecond AUTTAKAA TÄTÄ DANIA"
25749,jomenaa,#1E90FF,"!dain"
25750,nightbot,#7C7CE1,"Silti Dan jatkoi entistä menoaan. Hän muisteli nuoruutensa päiviä, irstasta elämäänsä Egyptissä, ja hänen mielensä paloi Egyptin himokkaisiin miehiin, joilla oli elin kuin aasilla ja jotka sinkosivat siementään kuin orhi."
25751,mursumarsunorsu,#2E8B57,"Arveton on arvoton"
25753,pelaajatcom,#FF69B4,"67 LOL 67 LOL 67 LOL 67 LOL 67 LOL 67 LOL 67 LOL 67 LOL 67 LOL 67 LOL 67 LOL 67 LOL 67 LOL 67 LOL 67 LOL 67 LOL 67 LOL 67 LOL 67 LOL 67 LOL 67 LOL 67 LOL 67 LOL 67 LOL 67 LOL 67 LOL 67 LOL"
25755,luuti0,#FF0000,"@DainTheSecond ahahahhahahh 9696969696969696"
25757,japp3t,,"6 7"
25758,sonnipitkanen,,"6 7 XDDDDDDDD"
25759,b3nt0ni,#B22222,"6 7 LOL"
25760,dps37,#FF4500,"6 7"
25764,j3rpu,#8A2BE2,"6 7"
25767,kapteenieu,#FF69B4,"En olisi kyllä uskonut että Raimo oikeasti suostuu pukeutumaan maidoksi kissankorvien kanssa juomaan puuh kaah maitua nyaa AYAYA UwU Raipeeeh *nual nual*"
25768,vajakk1,,"6 7"
25768,dunu01,#1E90FF,"LO"
25769,eepe1,,"67676767676767676676767676767y6"
25770,jermuz,#1E90FF,"6 7"
25770,sonnipitkanen,,"Ei vittu oikeesti XDDDDDDD"
25770,atomtom18,#0000FF,"6 7"
25771,mixu77,#8A2BE2,"o7"
25772,keronen2,,"6 7"
25773,jomenaa,#1E90FF,"Today, 9:29:41 PM KapteeniEU: En olisi kyllä uskonut että Raimo oikeasti suostuu pukeutumaan maidoksi kissankorvien kanssa juomaan puuh kaah maitua nyaa AYAYA UwU Raipeeeh *nual nual*"
25774,nyyppamies1,#FF7F50,"Donk on 6 7 kid"
25776,blackpenssil,#FF0000,"6 7"
25778,sonnipitkanen,,"6 7 xff"
25780,temuli699,,"Perus spiritin 2 rundi hiivitään secrettiin kolmella"
25781,pelcomkonsepti,#FF0000,"76"
25781,skrublord69,#FF69B4,"6 7 LOL"
25782,pienimuna2,#FF4500,"6 7 LOL"
25789,jomenaa,#1E90FF,"6,,,7 LO"
25791,reggeogge,#5F9EA0,"6 7 LOL"
25805,thenkinerr,,"Kuus seiska"
25817,mursumarsunorsu,#2E8B57,"Chopper on niin testo et porukat ei tajuu et se on saman ikäinen ku Zweih Kappa"
25820,sampsa75,#8A2BE2,"!playlist"
25820,nightbot,#7C7CE1,"Olvarin Parhaat by Genelec - https://open.spotify.com/user/11124380203/playlist/2sOYxmg8XK8vrEqu0Jb6TN?si=Vv-I0qPBS8imZqFYHqv_ww"
25828,autumnnight4,#2E8B57,"GG"
25829,harosh1ma,#008000,"xff"
25829,5435430,#FF69B4,"gg"
25831,sonnipitkanen,,"Jaa gg"
25832,osmoscomsos,,"gg"
25835,mukava__valkku,#0000FF,"xD"
25836,mrzennn7,,"Kuka puhu donkist???"
25841,jokkesyrja,#0000FF,"Gg hahsh"
25846,suomiporkkana,,"VACX"
25848,the2k2,#FF0000,"8uskotaan"
25849,draxteri,#FF7F50,"miten onnistuu juontajat taas jinxaa vaikka donkki ois 6 12"
25850,kedaax,#0000FF,"gg donkki heräs"
25850,allupekkaz,#FF0000,"jountajat teki sen taas"
25860,sonnipitkanen,,"7 7 XDDDDDDDD"
25863,the2k2,#FF0000,"Not jinx"
25865,reggeogge,#5F9EA0,"donk has connected xff"
25865,kedaax,#0000FF,"juontajat herätti donkin"
25867,jokkesyrja,#0000FF,"Kärsägan itku kurkussa säästölle"
25868,mursumarsunorsu,#2E8B57,"Donkki muisti et triggernappi oli vaihdettu toiseen viimekerrasta"
25869,officialkuutti,#0000FF,"Samppa haukku donkkia ni sit näin.... samppa4Thinking samppa4Hymy samppa4POG"
25870,anatsk1,,"6 7"
25876,fatmonkygaming,#D2691E,"7 7"
25879,the2k2,#FF0000,"6 7 taika"
25883,pelcomkonsepti,#FF0000,"77"
25886,captbablobronzebeard,#FF69B4,"ei mihinkään"
25891,sonnipitkanen,,"Myyrä ei ees osaa vantäppiä"
25895,temuli699,,"Vähän paska dueli tol mp9 jätkällä nuin pitkään matkaan"
25908,astraex_,#8400FF,"eikö kaikki tee nii ?"
25911,temuli699,,"Parempi lähidueli spotti nii olis voinu ottaa 2 helposi"
25920,get_donked,,"selostajat tietoisia"
25939,anatsk1,,"xff"
25942,pelleeinari,#B22222,"!maps"
25943,nightbot,#7C7CE1,"Nuke (Faze), Mirage (Spirit), Dust2 (Decider)"
25948,1qweeny,#ECE29F,"raimo vetäny glönkeroo"
25950,xflubu,#FF4500,"kan vi prata lite svenska också"
25959,officialkuutti,#0000FF,"Paitsi et Valven tapauksessa pelaajat ei omista noit skinejä :D"
25981,mrzennn7,,"Sanoin et donkki alottaa pelin vast tokal halfil LUL"
25987,alastonraimo,,"donkki kohta topfrägääjä"
25999,amppachaan,,"Donk 3-10 4 kiesii sitte"
26004,kvaakmito,#FF69B4,"kvaakmito subscribed at Tier 1. They've subscribed for 54 months! Ainaki kaks vuotta"
26011,hepitinn,#8A2BE2,"huutia fatselle"
26019,peksi82,,"0-9"
26024,j4ydo6,#FF0000,"Scam"
26025,temuli699,,"Raini tartettas servulle pikkuhiljaa kans"
26026,xflubu,#FF4500,"heja donk!"
26027,jomenaa,#1E90FF,"-rain +kvaakmito"
26028,anatsk1,,"-250e"
26042,officialkuutti,#0000FF,"@kvaakmito Komee ja hyvä subaa!"
26043,kvaakmito,#FF69B4,"@Jomenaa -Kvaakmito +Jomenaa"
26052,jomenaa,#1E90FF,"@kvaakmito oho"
26060,pelleeinari,#B22222,"@anatsk1 kuukaus ilman kessua nii säästyy jo samanverran"
26062,topiaslcs,,"oon käyny useesti ettimäs teitä savelan märkähyllylt mut ei meinaa löytyä oottekoi pettny savelan ässää"
26072,1qweeny,#ECE29F,"mikä skini toi on"
26096,kapteenieu,#FF69B4,"@1qweeny Raimo Maito Battle Scarred"
26113,umpiseppo,,"!saipa"
26113,nightbot,#7C7CE1,"YKSI IDÄN IHMEISTÄ!!!!11"
26115,get_donked,,"Myydään Hell ja saadaan piha LOL"
26129,jonitheboss2,,"mites navi mouzi kävi"
26140,fatmonkygaming,#D2691E,"xff"
26141,astraex_,#8400FF,"LOL"
26142,heikkihero,#FF69B4,"xff"
26144,sonnipitkanen,,"xff"
26145,koudero,,"xff"
26148,umpiseppo,,"@jonitheboss2 Kivitalo meni.."
26149,mukava__valkku,#0000FF,":CD"
26150,markkolax_,#FF0000,"ai on hyvä näissä"
26152,mrzennn7,,"Nt nt nt"
26153,temuli699,,"Ja broky menetti oman bossissa"
26153,dexen00,#00FF7F,"wonderfullia kattonu liikaa"
26153,jomenaa,#1E90FF,"täriC ja käriC"
26153,astraex_,#8400FF,"onko shiro pesty"
26154,rtpmwe,#5F9EA0,"Oliki wonderbot"
26154,asemanjumala,#008000,"!teepannu"
26154,nightbot,#7C7CE1,"https://www.twitch.tv/pelaajatcom/clip/RudeTolerantAyeayeCurseLit-_oO-n2MJ3hnHiwAc"
26155,hmmesa,#00FF7F,"@jonitheboss2 mouz voitti"
26160,pelleeinari,#B22222,"!teepannu2"
26161,nightbot,#7C7CE1,"https://www.twitch.tv/pelaajatcom/clip/AdorableToughSamosaPunchTrees-7prJ22Tnc4HJ4y1A"
26161,markkolax_,#FF0000,"ei vakuuttanu"
26167,umpiseppo,,"Täytys ettii vissii kämppää, liekkö löytys keltää autotallii johon vois muuttaa?"
26175,muarko44,#CCC36A,"@umpiseppo parveke?"
26185,capteen1,#6D2828,"jysäytti pakaran vierestä"
26185,jomenaa,#1E90FF,"@umpiseppo Olvarin kellari"
26190,umpiseppo,,"@muarko44 Jos o lasit käy :D"
26203,muarko44,#CCC36A,"onnonnonno"
26204,captbablobronzebeard,#FF69B4,"@umpiseppo voit tulla nukkuu mun auton alle"
26211,kapteenieu,#FF69B4,"@Jomenaa Pitää vaan ekana hakee vanhat asukkaat pois, kuulemman aika intiimi tila."
26213,officialkuutti,#0000FF,"Sampan vedonlyöntivihjeet taas :D"
26219,kvaakmito,#FF69B4,"Samppa mikä on paras Taku mirages ja miksi se on matotaku?"
26221,antsavaa12,,"Kumpi voitti navi vai mouz"
26222,umpiseppo,,"@muarko44 Paljo maksaa KK? :D"
26223,jomenaa,#1E90FF,"@KapteeniEU Sopu sijaa antaa"
26248,kapteenieu,#FF69B4,"@Jomenaa Oppiipahan,,,"
26251,kapteenieu,#FF69B4,"!dain"
26251,nightbot,#7C7CE1,"Silti Dan jatkoi entistä menoaan. Hän muisteli nuoruutensa päiviä, irstasta elämäänsä Egyptissä, ja hänen mielensä paloi Egyptin himokkaisiin miehiin, joilla oli elin kuin aasilla ja jotka sinkosivat siementään kuin orhi."
26252,muarko44,#CCC36A,"@umpiseppo on tiukat ajat ni 900e/kk"
26256,suomiporkkana,,"Ajaakohan Chopperi chopperilla?"
26262,samuli84,,"Face kaksi yksi"
26269,koudero,,"Veikkaus mutta ei Veikkauksella"
26273,umpiseppo,,"@muarko44 Eiköhä kätellä xD"
26278,samuli84,,"Mulla raha päivä"
26280,pelleeinari,#B22222,"spiritille enää ikinä kanavapisteitä, viimeks meni 350k"
26280,get_donked,,"Veikattavissa oleva jollei jopa pakollinen"
26287,riisimi3s,#8A2BE2,"missä muniinampuja on"
26287,jomenaa,#1E90FF,"!sohva"
26287,nightbot,#7C7CE1,"Ollin haju"
26294,sonnipitkanen,,"OLLI TransgenderPride"
26300,tiiheik,#D2691E,"@riisimi3s penkitettynähän se"
26303,captbablobronzebeard,#FF69B4,"@muarko44 voinko tulla hakemaan tohon rahaan parvekkeen tänne?"
26305,capteen1,#6D2828,"läpsyy"
26307,macville,#D2691E,"xff"
26309,mandari1n1,#FF4500,"voittiko navi"
26310,temuli699,,"Ite sain 5.2 kertoimen fazen voitolle"
26311,jomenaa,#1E90FF,"!tarkovi"
26311,nightbot,#7C7CE1,"https://clips.twitch.tv/EasyDaintyPenguinMcaT-M52tWDnfPEYxG1sD"
26335,captbablobronzebeard,#FF69B4,"stalker 3"
26346,muarko44,#CCC36A,"@CaptBabloBronzebeard tarviin sitä keväisin ja syksyisin"
26347,arskaz13,#0000FF,"!heppa"
26347,nightbot,#7C7CE1,"https://clips.twitch.tv/FineAstutePangolinTooSpicy-fdQFopSOWDw_k3-n"
26387,the2k2,#FF0000,"Force makselee"
26391,sininenpallo,#0000FF,"millo finut"
26407,snyyggebyy,#DAA520,"äää"
26412,arskaz13,#0000FF,"Miten teiltä lähtee pikachu imitaatio"
26436,macville,#D2691E,"xffCute"
26439,jomenaa,#1E90FF,"xffCute"
26440,snyyggebyy,#DAA520,"kuka on tn1ir"
26443,testomauno,#B22222,"XF"
26444,jiikool,#2E8B57,"xff"
26445,feenixxii,#00FF7F,"xff"
26445,dalierin,,"@snyyggebyy ismo"
26446,kapteenieu,#FF69B4,"Juu oli kyllä ääni xff"
26446,officialkuutti,#0000FF,"FootYellow samppa4Jinx"
26447,siikaaaaaa,,"xffCute"
26448,pelcomkonsepti,#FF0000,"xffong"
26449,reetuhai2,,"Unohdin kertoa: minä juon nyt viinaa."
26450,anatsk1,,"xff"
26452,5435430,#FF69B4,"=???????"
26456,nlfcs,#8A2BE2,"moi höpsö sampsa"
26456,snyyggebyy,#DAA520,"@Dalierin aaaa"
26457,muarko44,#CCC36A,"@Reetuhai2 SeemsGood"
26460,kapula12,#008000,"xff"
26460,kvaakmito,#FF69B4,"Raimo MP siit että Samppa laittaa lihamukiin nakkeja"
26461,jataxxi,#FF7F50,"xff"
26461,peeamme,#1E90FF,"chopperi hiukan turvonnu, näyttää olvarin kalja naamalta"
26462,jokkesyrja,#0000FF,"On kyllä söpö"
26471,thebeautaeful,#A96BFF,"juontajat aiheutti minulle masennuksen :("
26476,homosipuli,#0000FF,"Joko Raimo laitto sen asun päälle?"
26480,nightbot,#7C7CE1,"ESL Pro League -kohteet Veikkauksella! Pelaa maltilla. https://pelaajat.com/out/veikkaus3"
26480,kapteenieu,#FF69B4,"Tietääkö selostajat mitä chu tarkoittaa??!? Se on ku animetytöt pussaa AYAYA !!!"
26484,muarko44,#CCC36A,"pitäisköhä iteki hakee kaljaa vai kuunnella rintakipuja"
26489,kapula12,#008000,"kiveksisb"
26491,chekk0nen,#FF69B4,"Kiitos :)"
26494,officialkuutti,#0000FF,"AleksiS"
26494,alluhc12,#0000FF,"kiitos"
26496,gypsyyycrusaderr,#FF69B4,"kiitos"
26498,allupekkaz,#FF0000,"kiitz"
26500,raimostoliitto,,"kiitos"
26500,sonnipitkanen,,"Onnea bobille TransgenderPride"
26503,captbablobronzebeard,#FF69B4,"tänään alkoi myös marvel rivals uusi kausi"
26504,testomauno,#B22222,"Hyvää nimipäivää raimolle!"
26506,kapteenieu,#FF69B4,"Aleksis Kives ja 7 peggings you"
26507,jokkesyrja,#0000FF,"Löppönen"
26520,mkoboi,#5F9EA0,"mun nimi ei oo aleksi mutta kiitos kuitenki"
26525,kuosineuvos,#DAA520,"Mitä yhteistä on aleksilla ja Excaliburilla? Molemmat aina kivessä"
26525,sonnipitkanen,,"Massiivinen?"
26530,jomenaa,#1E90FF,"@KapteeniEU varovaisen kiinnostunut"
26534,arskaz13,#0000FF,"Kuinka monella suomics pelaajalla on tänään nimipäivä pelSaha pelSaha"
26543,kapteenieu,#FF69B4,"@Jomenaa Hyvä tuntuma AYAYA"
26552,nicetin,#FF69B4,"wonderful ei ois ottanu"
26561,temuli699,,"Nyt heaveni ei saa kuolla"
26569,pentala19,,"puhuuko ismo venäjää"
26570,jomenaa,#1E90FF,"WEEWOO"
26570,kkongukko,#9ACD32,"KALLU"
26572,wyrdsurf,#B22222,"LUL"
26572,koudero,,"Karri"
26572,korsonramsayy,#008000,"ez"
26573,heikkihero,#FF69B4,"MITÄÄÄÄ"
26574,nassuseta,,"on myös tänää kansainvälinen maksalaatikkopäivä"
26574,kennae___,#FF7F50,"KOIRA PERKELE"
26574,cbvammanen,#DAA520,"OI"
26575,kvaakmito,#FF69B4,"Mitäääää"
26575,kahveeta,#FF69B4,"huutista, siellä on pikkupaskiainen 12-15"
26575,snyyggebyy,#DAA520,"oooo"
26576,t0lppa,#EC73FA,"!beefmode"
26577,vajakk1,,"mikä vittu"
26577,samuli84,,"Nice"
26578,hepitinn,#8A2BE2,"karri nussii"
26579,sonnipitkanen,,"KARRITTAAAAA WEEEWOOOOOOOOOOO"
26580,janiloxz,#1E90FF,"KARRI 180"
26582,purplenavi,#8A2BE2,"UKKIIII!!!!"
26582,reggeogge,#5F9EA0,"WEEWOO WEEWOO"
26585,get_donked,,"what"
26587,anatsk1,,"donkin treidi xffong"
26587,the2k2,#FF0000,"Rip ts"
26588,my_names_chad,,"Karri koiraaaaa"
26591,jiikool,#2E8B57,"WEEWOO"
26599,kedaax,#0000FF,"karri ampuu tiukkaa"
26599,c00na,,"20v karri"
26601,pelaajatcom,#FF69B4,"WEEWOO WEEWOO WEEWOO WEEWOO WEEWOO WEEWOO WEEWOO WEEWOO WEEWOO WEEWOO WEEWOO WEEWOO WEEWOO WEEWOO WEEWOO"
26602,wyrdsurf,#B22222,"WEEWOO"
26603,stigidiiaatio,#FF0000,"WEEWOO"
26603,koudero,,"WEEEWOOO"
26604,palest0,#0000FF,"otti 3 vitun keilat"
26604,rtpmwe,#5F9EA0,"Mitä fhattia"
26606,macville,#D2691E,"WEEWOO"
26607,vvvalt,#9ACD32,"WEEWOO"
26607,vajakk1,,"WEEWOO"
26607,he1kki_,#FF69B4,"WEEWOOWEEWOOWEEWOO"
26608,janiloxz,#1E90FF,"WEEWOO"
26608,the2k2,#FF0000,"Karrygun is back 34yo weewoo"
26609,dunu01,#1E90FF,"WEEWOO"
26610,markus__071,,"oli 3k"
26611,temuli699,,"Mut miks twistzz lähti juoksee pois siel oli 2 holddaa huttia ja ovea nii miks ihmeessä lopetti heaveniin holdaamisen"
26611,captbablobronzebeard,#FF69B4,"WEEWOO"
26611,sonnipitkanen,,"WEEWOOO WEEWOOOOOWEEEWOOOOOOOOO"
26612,juiiso95,#00ECFF,"WEEWOO"
26612,villej05,#0000FF,"WEEWOO"
26613,sampsa75,#8A2BE2,"WEEWOO"
26613,misantropic,#FF69B4,"!beefmode"
26613,vesterix79,#8A2BE2,"WEEWOO"
26615,koudero,,"WEEWOO"
26616,levicci1,#FF69B4,"WEEWOO"
26618,purplenavi,#8A2BE2,"WEEWOO RaveTime WEEWOO RaveTime"
26627,kennae___,#FF7F50,"hieno nähä kun karrilla luistaa, tää kun jatkuis niin kyllä kelpaios"
26627,sohvaperuna2,#1E90FF,"WEEWOO"
26629,selkakipu,#FF0000,"kun donkilla ei lähe niin spirit näyttää vähä jo huonolta"
26631,spaisimaisi,,"karrii"
26646,he1kki_,#FF69B4,"pelW pelW pelW pelW"
26655,get_donked,,"ex"
26663,reetuhai2,,"Ja täytyy ottaa lämmikettä, koska pelien jälkeen meen ulos hitsaamaan autoo leimakuntoon"
26674,puppeer,,"Ketä vastaan vitality pelaa"
26692,grizzt,,"Joko nulikka itkee?"
26695,macville,#D2691E,"WEEWOO  ͏"
26697,sonnipitkanen,,"AI ETTÄ MYYRÄT VATTALLLEEEE"
26697,janiloxz,#1E90FF,"WEEWOO"
26699,temuli699,,"Ja karrikana 10000iq menee molon eteen"
26709,samuli84,,"Onko naapuri lyöty"
26721,justaf1nnishguy,#DAA520,"zweih tuli just sopivasti liian myöhään frozenin ruutuun"
26722,rtpmwe,#5F9EA0,"Penska tuurittaa, se on fakta"
26733,samuli84,,"Ainakin nulikka istuu"
26734,twitchjasu,#8A2BE2,"MIKÄ ON SEURAAVA MAPPI?"
26741,oonroima,,"Karri antaa penikalle kyytiä"
26745,twitchjasu,#8A2BE2,"oho sry capslock"
26746,wyrdsurf,#B22222,"gg go next blyat"
26758,janiloxz,#1E90FF,"donkki iha mankelissa"
26761,macville,#D2691E,"noin"
26769,the2k2,#FF0000,"Hyvä fatze"
26773,macville,#D2691E,"Twistzz on komee ja hyvä pelaa"
26784,sonnipitkanen,,"Hyvä feissi!"
26785,get_donked,,"ohho"
26786,officialkuutti,#0000FF,"On se siin, pistä kiinni vaa!"
26791,the2k2,#FF0000,"Weewooo"
26799,sonnipitkanen,,"KUN KITARA SOOOOIIII"
26805,sonnipitkanen,,"EEEEIII ITKEÄ SAAAAAAAA"
26814,samuli84,,"Se mikä on varma on aivan varma"
26825,denatollon,,"Ai Faze hoiti tänviel"
26826,jessez_90,,"39,7% tero tais olla"
26828,temuli699,,"Broky kyl tarvitaan servulle mirageen kans"
26837,janiloxz,#1E90FF,"karri antaa joulun"
26843,santsuh1,,"!maps"
26843,nightbot,#7C7CE1,"Nuke (Faze), Mirage (Spirit), Dust2 (Decider)"
26857,lukaxsii,#B22222,"Jäädytetty ounaa"
26866,xflubu,#FF4500,"Kan vi lyssna på låten  Super Duper Kär på halv timmen?"
26866,muarko44,#CCC36A,"ahh"
26866,wyrdsurf,#B22222,"LUL"
26867,harosh1ma,#008000,"xff 󠀀"
26869,stenforsw,#0000FF,"LUL"
26869,heikkihero,#FF69B4,"???"
26870,raketti,#8A2BE2,"MITÄ TÄÄLLÄ TAPAHTUU"
26870,kkongukko,#9ACD32,"DONKED :DDDDDDD"
26870,korsonramsayy,#008000,"koodit"
26870,mukava__valkku,#0000FF,"hyhhyh"
26870,miroooh__,#1E90FF,"joo o"
26871,t0lppa,#EC73FA,"Nyt sitte"
26877,homosipuli,#0000FF,"herran jestas"
26877,get_donked,,"EZ"
26879,ott0xxx,,"vitun nörtti"
26884,temuli699,,"No mut miks sille annetaan 1v1 dueleita"
26890,samuli84,,"Istu pentu"
26906,friday_esa,,"donkki aivan loppu"
26909,selkakipu,#FF0000,"donk vs faze"
26911,raketti,#8A2BE2,"NT"
26912,korsonramsayy,#008000,"ez"
26913,kahveeta,#FF69B4,"ISTUKAA VITUN KOIRAT WEEWOO"
26914,heikkihero,#FF69B4,"gg"
26915,wyrdsurf,#B22222,"gg"
26915,t4nel,,"ez"
26916,c00na,,"jäädytti spiritin"
26917,homosipuli,#0000FF,"gg"
26918,guru991,,"ggs"
26918,t0lppa,#EC73FA,"Fazettaaaaaaaaa"
26918,pelcomkonsepti,#FF0000,"NT CHIPPA"
26918,mikox888,#0000FF,"Ez"
26918,macville,#D2691E,"EZ"
26919,stenforsw,#0000FF,"WEEWOO"
26919,koudero,,"WEEWOO"
26919,temuli699,,"Ezezez"
26919,vesterix79,#8A2BE2,"gg"
26919,janiloxz,#1E90FF,"gg"
26920,sonnipitkanen,,"NÄÄÄÄÄIIIIB"
26921,jomenaa,#1E90FF,"gg"
26923,selkakipu,#FF0000,"gg"
26923,osmoscomsos,,"gg ͏"
26924,magisklicker,#1E90FF,"spirit LUL"
26924,sohvaperuna2,#1E90FF,"nättiä"
26925,korsonramsayy,#008000,"+1,5 gg"
26930,zamjamm,,"FAZE UP"
26938,sprayandwish,#8A2BE2,"!matches"
26939,the2k2,#FF0000,"Jollekki 1mil points gg"
26940,sprayandwish,#8A2BE2,"!maps"
26941,nightbot,#7C7CE1,"Nuke (Faze), Mirage (Spirit), Dust2 (Decider)"
26945,kapteenieu,#FF69B4,"En olisi kyllä uskonut että Raimo oikeasti suostuu pukeutumaan maidoksi kissankorvien kanssa juomaan puuh kaah maitua nyaa AYAYA UwU Raipeeeh *nual nual*"
26948,officialkuutti,#0000FF,"FaZe FaZe FaZe samppa4Hymy samppa4Hymy samppa4Hymy"
26953,kennae___,#FF7F50,"SALKKARIT ALKAA"
26955,kapula12,#008000,"spiritti washed"
26960,jokkesyrja,#0000FF,"All in ja helpot pointsit tosta :D"
26960,selkakipu,#FF0000,"kumman mappi oli toi nuke?"
26960,nightbot,#7C7CE1,"Ryysi devaajaksi 2 vuodessa! https://pelaajat.com/out/koodsisu"
26967,sonnipitkanen,,"@kennae___ 3min + mainokset"
26982,sonnipitkanen,,"!mäkkäri"
